,0
Annual return,-0.026299761298426705
Cumulative returns,-0.06366632550000106
Annual volatility,0.25732824416901573
Sharpe ratio,0.02503349670061379
Calmar ratio,-0.060501765118809045
Stability,0.03195918081838021
Max drawdown,-0.434694115895315
Omega ratio,1.0046606995796896
Sortino ratio,0.03526116850371313
Skew,
Kurtosis,
Tail ratio,1.2568563642247939
Daily value at risk,-0.03239474859864321
