account_value,date,daily_return
51521525.099999994,2020-04-10,
51838325.099999994,2020-04-13,0.0061488863030569885
50771425.099999994,2020-04-14,-0.02058129767776773
51962125.099999994,2020-04-15,0.0234521681763864
51966925.099999994,2020-04-16,9.237497486425106e-05
52093225.099999994,2020-04-17,0.0024303920187112027
51575625.099999994,2020-04-20,-0.00993603292954881
48065125.099999994,2020-04-21,-0.06806509844899578
50246825.099999994,2020-04-22,0.04539049873397705
50190325.099999994,2020-04-23,-0.0011244491544999402
49866425.099999994,2020-04-24,-0.006453434986815831
48487125.099999994,2020-04-27,-0.027659893349764153
48579125.099999994,2020-04-28,0.0018974109067151357
49175625.099999994,2020-04-29,0.012278936657918571
48844125.099999994,2020-05-04,-0.006741144608246152
48867425.099999994,2020-05-05,0.00047702768659063643
49825325.099999994,2020-05-06,0.019602015003651108
52016125.099999994,2020-05-07,0.0439696077366889
52745625.099999994,2020-05-08,0.014024497184239593
53426125.099999994,2020-05-11,0.012901543942456684
53518425.099999994,2020-05-12,0.0017276192092769982
54980725.099999994,2020-05-13,0.02732330028896901
55072325.099999994,2020-05-14,0.0016660384131601536
53471625.099999994,2020-05-15,-0.029065415289684204
53862825.099999994,2020-05-18,0.0073160297497671944
54162225.099999994,2020-05-19,0.00555856473261751
54157625.099999994,2020-05-20,-8.493004102960722e-05
55013525.099999994,2020-05-21,0.01580386877045692
54411825.099999994,2020-05-22,-0.010937310396057498
54957625.099999994,2020-05-25,0.010030907785153476
58291125.099999994,2020-05-26,0.06065582335361874
55098725.099999994,2020-05-27,-0.054766484512408176
56327725.099999994,2020-05-28,0.022305416282671908
55325925.099999994,2020-05-29,-0.017785202548504797
57360025.099999994,2020-06-01,0.036765765711525455
56175225.099999994,2020-06-02,-0.020655500026969142
56873725.099999994,2020-06-03,0.012434307094570052
58159625.099999994,2020-06-04,0.022609737585133072
58527025.099999994,2020-06-05,0.006317097116226078
61301025.099999994,2020-06-08,0.04739690758688497
60297225.099999994,2020-06-09,-0.016374930082531325
60475225.099999994,2020-06-10,0.002952042978840108
56151425.099999994,2020-06-11,-0.07149704681297664
58996925.099999994,2020-06-12,0.05067547252687632
55176725.099999994,2020-06-15,-0.0647525272465429
56381725.099999994,2020-06-16,0.02183891845367958
55885125.099999994,2020-06-17,-0.008807818475210172
56141925.099999994,2020-06-18,0.004595140469677572
57557525.099999994,2020-06-19,0.02521466795943561
57236925.099999994,2020-06-22,-0.00557007966278944
56346225.099999994,2020-06-23,-0.015561632607688725
55834125.099999994,2020-06-24,-0.009088452670807268
55363625.099999994,2020-06-25,-0.008426746172834676
55197325.099999994,2020-06-26,-0.003003777294200316
53197425.099999994,2020-06-29,-0.03623182819777615
52290925.099999994,2020-06-30,-0.017040298441061252
54175725.099999994,2020-07-01,0.03604449522351261
53910925.099999994,2020-07-02,-0.004887797985374864
54040225.099999994,2020-07-03,0.002398400690772018
55523225.099999994,2020-07-06,0.02744252077514009
56266725.099999994,2020-07-07,0.013390792747736135
56191725.099999994,2020-07-08,-0.00133293700436099
57736625.099999994,2020-07-09,0.027493371973376313
