account_value,date,daily_return
100000000.0,2019-04-08,
98589962.19999999,2019-04-09,-0.01410037800000008
97313162.19999999,2019-04-10,-0.012950608474824987
96989562.19999999,2019-04-11,-0.0033253466713467628
97313162.19999999,2019-04-12,0.0033364414959695665
97308162.19999999,2019-04-16,-5.138051099118357e-05
97449762.19999999,2019-04-17,0.0014551708386905116
96486162.19999999,2019-04-18,-0.009888171897457942
96801162.19999999,2019-04-19,0.0032647168549109207
96466162.19999999,2019-04-22,-0.003460702251775194
97779762.19999999,2019-04-23,0.013617210118471945
98569962.19999999,2019-04-24,0.008081426894695376
98074762.19999999,2019-04-25,-0.005023842851793248
99346562.19999999,2019-04-26,0.012967658258568715
99658362.19999999,2019-05-02,0.003138508198927914
98283162.19999999,2019-05-03,-0.01379914308886765
97308162.19999999,2019-05-06,-0.009920315730337803
97626362.19999999,2019-05-07,0.003270023734966765
97159762.19999999,2019-05-08,-0.004779446754802907
96659562.19999999,2019-05-09,-0.005148221739884051
97774762.19999999,2019-05-10,0.011537399659358183
96979562.19999999,2019-05-13,-0.008132978103013944
99499962.19999999,2019-05-14,0.02598898100614444
102670362.19999999,2019-05-15,0.03186332868777719
102665362.19999999,2019-05-16,-4.869954573905044e-05
103293962.19999999,2019-05-17,0.0061228050681343404
105502562.19999999,2019-05-20,0.021381695047418825
104567562.19999999,2019-05-21,-0.00886234400855146
105670962.19999999,2019-05-22,0.010552029489695913
107561362.19999999,2019-05-23,0.017889493581236593
105172562.19999999,2019-05-24,-0.02220871836448346
105172562.19999999,2019-05-27,0.0
107381162.19999999,2019-05-28,0.02099977364628658
106429362.19999999,2019-05-29,-0.008863752081833987
107420762.19999999,2019-05-30,0.009315098573427383
104623962.19999999,2019-05-31,-0.026035935164868906
101653362.19999999,2019-06-03,-0.02839311317919102
103132962.19999999,2019-06-04,0.014555347388204742
102806762.19999999,2019-06-05,-0.00316290730957014
102305362.19999999,2019-06-06,-0.004877111089488184
103475562.19999999,2019-06-07,0.011438305625782741
103480562.19999999,2019-06-10,4.832058791182092e-05
103470562.19999999,2019-06-11,-9.663650629065934e-05
102479162.19999999,2019-06-12,-0.00958146915335889
101980962.19999999,2019-06-13,-0.004861476121630459
101822162.19999999,2019-06-14,-0.0015571533801432835
101638362.19999999,2019-06-17,-0.0018051080042769119
101120162.19999999,2019-06-18,-0.005098468617393714
101950962.19999999,2019-06-19,0.008215967833959725
105255962.19999999,2019-06-20,0.03241754593268564
104428362.19999999,2019-06-21,-0.007862737489658378
103632562.19999999,2019-06-24,-0.007620535104016057
102642962.19999999,2019-06-25,-0.009549122196652604
104105762.19999999,2019-06-26,0.014251342407185508
102607962.19999999,2019-06-27,-0.014387292003323893
98670962.19999999,2019-06-28,-0.03836934206261822
104933362.19999999,2019-07-01,0.0634675071608859
106399362.19999999,2019-07-02,0.013970771252005187
106059962.19999999,2019-07-03,-0.0031898687452845964
106564962.19999999,2019-07-04,0.004761457476740505
106887562.19999999,2019-07-05,0.00302726143133758
105902962.19999999,2019-07-08,-0.009211548843799933
106059962.19999999,2019-07-09,0.0014824892216283025
