account_value,date,daily_return
46905508.64999998,2020-10-08,
46690608.64999998,2020-10-09,-0.004581551425090424
47814908.64999998,2020-10-12,0.024079788902044985
48385308.64999998,2020-10-13,0.01192933367655824
50814608.64999998,2020-10-14,0.05020738872562713
49599708.64999998,2020-10-15,-0.023908478925184107
49520608.64999998,2020-10-16,-0.0015947674321671323
48955108.64999998,2020-10-19,-0.011419488076102269
48869508.64999998,2020-10-20,-0.0017485407010734422
49536408.64999998,2020-10-21,0.01364654604523019
50263108.64999998,2020-10-22,0.01467001786775679
49928729.84999998,2020-10-23,-0.006652569030865196
50822529.84999998,2020-10-26,0.01790151687585939
49891929.84999998,2020-10-27,-0.01831077679026638
47658129.84999998,2020-10-28,-0.0447727720037272
48467529.84999998,2020-10-29,0.01698346121737293
49677029.84999998,2020-10-30,0.024954851294118452
48724829.84999998,2020-11-02,-0.01916781262638234
48334229.84999998,2020-11-03,-0.008016446670054411
49001629.84999998,2020-11-04,0.013808019742348243
48980429.84999998,2020-11-05,-0.00043263867069109896
48437729.84999998,2020-11-06,-0.011079935428537246
48248329.84999998,2020-11-09,-0.003910174993471571
48876029.84999998,2020-11-10,0.013009776751888857
48938729.84999998,2020-11-11,0.0012828374193325498
48417529.84999998,2020-11-12,-0.010650051637987046
47974635.04999998,2020-11-13,-0.009147405936901554
47363535.04999998,2020-11-16,-0.012737981213678862
47365235.04999998,2020-11-17,3.589259117187105e-05
46769613.399999976,2020-11-18,-0.012575080633955515
49736313.399999976,2020-11-19,0.06343221130837917
49239613.399999976,2020-11-20,-0.00998666700535955
48820913.399999976,2020-11-23,-0.008503316153168683
48142713.399999976,2020-11-24,-0.013891587698152352
49093713.399999976,2020-11-25,0.01975376817875829
50573013.399999976,2020-11-26,0.030132167594395076
49818113.399999976,2020-11-27,-0.014926933343465731
49248813.399999976,2020-11-30,-0.011427570438667045
48789313.399999976,2020-12-01,-0.00933017403420322
49253213.399999976,2020-12-02,0.009508229726389317
48225813.399999976,2020-12-03,-0.02085955268859674
48493413.399999976,2020-12-04,0.005548895521583885
48791813.399999976,2020-12-07,0.006153412991134255
47799713.399999976,2020-12-08,-0.020333329115412635
49894313.399999976,2020-12-09,0.04382034642073829
49382513.399999976,2020-12-10,-0.010257681990669454
50858913.399999976,2020-12-11,0.029897222687737868
52547613.399999976,2020-12-14,0.033203619328603384
52014013.399999976,2020-12-15,-0.010154600094549715
51481613.399999976,2020-12-16,-0.010235703134571006
49928213.399999976,2020-12-17,-0.03017387951559425
51442713.399999976,2020-12-18,0.03033355084962852
51340113.399999976,2020-12-21,-0.001994451560169863
49934313.399999976,2020-12-22,-0.027382097679589434
49608913.399999976,2020-12-23,-0.006516561014734967
49173413.399999976,2020-12-24,-0.008778664359941457
49399013.399999976,2020-12-25,0.004587845024401016
51480213.399999976,2020-12-28,0.04213039606981295
51180813.399999976,2020-12-29,-0.005815826707509353
51736913.399999976,2020-12-30,0.010865399806248455
51091013.399999976,2020-12-31,-0.012484316468713064
50987313.399999976,2021-01-04,-0.0020297111585576566
51022013.399999976,2021-01-05,0.0006805614511942171
