account_value,date,daily_return
57602225.099999994,2020-07-10,
57397067.14999999,2020-07-13,-0.0035616323786770154
57275167.14999999,2020-07-14,-0.0021238018953377846
57387967.14999999,2020-07-15,0.0019694399093517223
57364086.54999999,2020-07-16,-0.0004161255605653613
57717586.54999999,2020-07-17,0.0061623922084399485
56568286.54999999,2020-07-20,-0.019912475013215913
56564770.19999999,2020-07-21,-6.216115449941828e-05
55325670.19999999,2020-07-22,-0.021905861114945413
55068270.19999999,2020-07-23,-0.004652451548612269
52806170.19999999,2020-07-24,-0.0410781016324715
48900370.19999999,2020-07-27,-0.07396484132833403
52225170.19999999,2020-07-28,0.06799130530917741
50942770.19999999,2020-07-29,-0.024555209587426075
51256170.19999999,2020-07-30,0.006152001525822071
50485470.19999999,2020-07-31,-0.01503623850538871
51122370.19999999,2020-08-03,0.012615510907928451
52131370.19999999,2020-08-04,0.019736956562315333
53232470.19999999,2020-08-05,0.02112163934643707
52442370.19999999,2020-08-06,-0.014842444790397868
52190770.19999999,2020-08-07,-0.004797647380171188
52505546.64999999,2020-08-10,0.006031266616563613
51710846.64999999,2020-08-11,-0.015135543779735139
52558516.94999999,2020-08-12,0.016392504762828164
52989761.44999999,2020-08-13,0.008205035549428752
51904861.44999999,2020-08-14,-0.020473766446819863
50809386.54999999,2020-08-17,-0.021105439247829816
49956886.54999999,2020-08-18,-0.0167783958415062
50086027.64999998,2020-08-19,0.0025850510093485823
49974023.34999999,2020-08-20,-0.0022362384332549334
50137923.34999999,2020-08-21,0.0032797039144136786
50875123.34999999,2020-08-24,0.014703441043096177
51026223.34999999,2020-08-25,0.002970017369009481
51589923.34999999,2020-08-26,0.011047260859057939
51306187.69999999,2020-08-27,-0.00549982693471085
51878987.69999999,2020-08-28,0.011164345387525199
51742887.69999999,2020-08-31,-0.0026234127926131334
52215087.69999999,2020-09-01,0.009125891904946837
53496635.59999999,2020-09-03,0.024543632050626707
53971335.59999999,2020-09-04,0.008873455212200287
52103947.39999998,2020-09-07,-0.034599629215031014
52174608.39999998,2020-09-08,0.0013561544475226839
52198027.94999998,2020-09-09,0.0004488687259605051
52057994.14999998,2020-09-10,-0.0026827411973137094
51268488.04999998,2020-09-11,-0.015165895515011907
51237683.54999998,2020-09-14,-0.0006008466637431598
50878083.54999998,2020-09-15,-0.007018272003828763
50707359.89999998,2020-09-16,-0.003355544039551406
49325836.499999985,2020-09-17,-0.027245027205606842
49410685.29999998,2020-09-18,0.001720169509948244
49493639.999999985,2020-09-21,0.0016788817944204393
48974639.999999985,2020-09-22,-0.010486195802127285
50436939.999999985,2020-09-23,0.029858310341842165
50535339.999999985,2020-09-24,0.0019509510291464416
50458439.999999985,2020-09-25,-0.0015217073833875272
48511701.14999999,2020-09-28,-0.03858103520441758
47889301.14999999,2020-09-29,-0.012829894339831838
48219524.54999999,2020-09-30,0.006895556879513931
47960108.64999998,2020-10-01,-0.005379893361059818
47602408.64999998,2020-10-02,-0.007458281685940316
46939808.64999998,2020-10-05,-0.013919463716044578
46740208.64999998,2020-10-06,-0.0042522542323998325
46995708.64999998,2020-10-07,0.005466385525003448
