,0
Annual return,-0.007009667856186508
Cumulative returns,-0.017212704000000856
Annual volatility,0.21564447782498716
Sharpe ratio,0.07485915997583113
Calmar ratio,-0.027567638127272052
Stability,0.28666319473999724
Max drawdown,-0.25427161455852104
Omega ratio,1.0182642953984677
Sortino ratio,0.11002298384716643
Skew,
Kurtosis,
Tail ratio,1.2852457155699768
Daily value at risk,-0.02710459109003246
